date,store_id,product_id,quantity,unit_price,customer_age
2025-05-12,S001,P026,2.0,93.03,43
2025-05-23,S004,P024,10.0,51.75,21
2025-07-15,S001,P016,13.0,29.53,27
2025-06-19,S005,P019,6.0,48.62,18
2025-07-08,S002,P016,12.0,98.1,28
2025-05-01,S008,P036,12.0,51.8,34
2025-06-26,S008,P007,11.0,36.23,37
2025-07-19,S009,P009,10.5,65.17,32
2025-05-11,S008,P020,1.5,27.81,33
2025-07-13,S004,P034,1.5,12.21,69
2025-06-15,S008,P027,19.5,17.24,18
2025-06-09,S003,P048,9.0,17.16,25
2025-06-19,S004,P047,3.0,19.43,26
2025-07-19,S006,P048,10.5,18.19,64
2025-06-22,S008,P003,11.700000000000001,65.88,18
2025-05-08,S002,P020,8.0,22.28,20
2025-06-30,S008,P036,9.0,37.84,62
2025-05-10,S009,P001,9.75,90.19,59
2025-06-11,S002,P037,1.0,50.03,19
2025-06-28,S001,P038,20.0,68.42,61
2025-07-07,S007,P008,10.0,21.37,70
2025-06-04,S007,P044,12.0,23.27,34
2025-06-26,S005,P038,15.0,8.88,40
2025-06-20,S002,P046,9.0,21.05,29
2025-05-25,S005,P032,20.0,31.47,42
2025-07-02,S005,P038,17.0,21.82,41
2025-07-19,S002,P022,18.0,13.43,63
2025-06-04,S010,P046,7.0,16.46,50
2025-07-20,S008,P017,3.0,48.77,46
2025-06-11,S007,P007,3.0,24.6,29
2025-05-15,S009,P026,17.0,39.61,70
2025-07-17,S005,P036,5.0,52.82,53
2025-06-14,S009,P009,20.0,70.59,50
2025-06-30,S004,P017,17.0,8.73,28
2025-06-11,S006,P032,17.0,80.94,25
2025-04-28,S008,P026,2.0,64.65,42
2025-07-10,S008,P032,2.0,12.77,35
2025-05-14,S004,P031,5.0,87.99,46
2025-06-26,S008,P047,1.0,92.48,55
2025-06-26,S001,P012,1.0,10.8,71
2025-06-01,S009,P050,20.0,31.3,56
2025-07-22,S009,P016,2.0,81.59,45
2025-06-19,S008,P019,12.0,76.08,14
2025-07-12,S010,P013,9.0,22.53,48
2025-07-11,S007,P020,4.0,24.89,54
2025-05-31,S001,P033,16.5,40.19,51
2025-06-26,S001,P008,17.0,51.03,37
2025-07-19,S002,P043,9.0,63.73,66
2025-06-29,S002,P013,7.5,40.05,34
2025-06-10,S009,P044,2.0,48.94,55
2025-05-22,S010,P042,6.0,76.01,50
2025-05-25,S006,P004,20.0,8.48,26
2025-05-30,S008,P001,20.0,28.98,67
2025-05-23,S002,P020,16.0,72.77,60
2025-06-12,S006,P025,1.0,90.04,15
2025-06-28,S002,P012,13.5,53.61,40
2025-07-05,S006,P019,9.0,55.55,33
2025-06-12,S007,P013,16.0,15.18,36
2025-05-22,S002,P001,3.9000000000000004,47.5,24
2025-05-14,S008,P001,5.2,55.6,29
2025-06-23,S008,P004,20.0,28.03,44
2025-06-24,S008,P007,3.0,30.58,27
2025-05-16,S008,P018,19.0,40.84,56
2025-05-31,S009,P030,10.5,6.91,53
2025-05-07,S004,P035,9.0,35.6,55
2025-05-19,S005,P004,1.3,25.09,73
2025-06-07,S008,P042,12.0,36.11,13
2025-06-02,S006,P026,7.0,16.38,66
2025-05-11,S001,P006,20.0,89.6,46
2025-05-18,S004,P013,12.0,61.39,53
2025-05-18,S003,P050,1.5,69.51,45
2025-07-20,S007,P026,16.5,79.97,41
2025-06-01,S006,P002,20.0,52.35,70
2025-05-24,S005,P025,15.0,13.26,66
2025-07-18,S006,P046,3.0,56.03,24
2025-06-16,S005,P021,7.0,60.75,24
2025-06-28,S002,P039,20.0,75.82,29
2025-07-18,S008,P007,16.0,46.01,43
2025-05-12,S001,P048,17.0,17.12,43
2025-07-13,S005,P003,3.9000000000000004,31.96,46
2025-06-19,S002,P019,1.0,39.49,70
2025-05-14,S008,P027,16.0,66.36,50
2025-07-13,S004,P043,18.0,59.22,57
2025-07-13,S008,P017,7.5,38.83,63
2025-06-02,S004,P046,5.0,98.72,40
2025-07-06,S009,P013,13.5,62.55,73
2025-06-17,S010,P014,9.0,27.54,60
2025-05-13,S006,P032,3.0,14.67,40
2025-06-02,S001,P034,19.0,19.52,73
2025-05-13,S001,P040,16.0,28.37,64
2025-06-03,S009,P015,16.0,20.26,55
2025-07-03,S001,P016,3.0,22.72,68
2025-05-11,S008,P047,1.5,32.08,27
2025-05-21,S003,P041,11.0,21.47,67
2025-06-28,S002,P043,20.0,90.19,55
2025-07-10,S004,P012,8.0,12.62,58
2025-06-17,S004,P033,4.0,54.83,68
2025-05-06,S004,P039,6.0,43.99,21
2025-05-19,S004,P007,8.0,98.33,41
2025-06-02,S002,P032,3.0,15.64,36
2025-07-18,S004,P028,16.0,42.8,74
2025-07-20,S005,P028,4.5,97.1,50
2025-07-05,S009,P007,20.0,87.22,31
2025-07-09,S009,P037,14.0,82.62,16
2025-06-03,S007,P002,20.0,29.5,12
2025-05-28,S002,P038,2.0,21.23,41
2025-05-17,S001,P041,4.5,68.52,60
2025-05-19,S008,P010,16.0,93.29,14
2025-07-07,S005,P001,11.700000000000001,57.89,56
2025-07-18,S001,P039,4.0,59.3,25
2025-06-15,S003,P032,1.5,31.6,67
2025-06-25,S010,P007,4.0,78.1,41
2025-06-30,S003,P004,1.3,22.77,61
2025-05-03,S004,P045,20.0,35.75,15
2025-05-29,S010,P009,16.0,45.42,29
2025-04-29,S006,P046,8.0,53.22,73
2025-06-23,S002,P024,7.0,28.03,48
2025-06-15,S002,P017,4.5,15.91,36
2025-04-30,S010,P011,17.0,63.01,59
2025-06-28,S010,P008,1.5,32.42,12
2025-06-01,S002,P044,20.0,60.22,64
2025-06-20,S006,P026,12.0,19.66,57
2025-05-06,S008,P002,20.0,50.71,26
2025-05-02,S010,P012,14.0,55.6,20
2025-05-30,S009,P046,6.0,9.92,26
2025-05-25,S004,P011,9.0,36.98,60
2025-05-29,S005,P026,13.0,17.77,68
2025-05-11,S004,P016,20.0,11.02,35
2025-05-07,S004,P024,8.0,99.05,15
2025-05-10,S005,P025,3.0,35.62,23
2025-06-02,S008,P031,1.0,81.94,70
2025-07-05,S009,P047,20.0,29.19,69
2025-07-13,S005,P006,1.5,69.74,48
2025-07-08,S007,P031,5.0,77.22,72
2025-07-02,S009,P020,16.0,61.59,48
2025-05-06,S004,P015,19.0,49.8,54
2025-07-04,S007,P018,4.0,44.12,71
2025-05-26,S007,P013,3.0,38.14,17
2025-05-14,S005,P020,17.0,93.31,50
2025-06-10,S009,P035,17.0,83.91,67
2025-05-05,S004,P050,12.0,96.68,74
2025-04-29,S009,P013,14.0,16.81,57
2025-06-05,S006,P030,6.0,74.43,35
2025-06-30,S010,P019,3.0,94.14,22
2025-06-25,S005,P022,9.0,22.22,73
2025-04-30,S006,P046,5.0,11.32,24
2025-05-19,S005,P011,17.0,75.41,45
2025-06-29,S010,P044,20.0,59.57,36
2025-06-02,S003,P020,3.0,84.97,18
2025-07-13,S006,P027,1.5,18.28,63
2025-05-05,S007,P025,1.0,80.55,15
2025-04-28,S001,P012,3.0,24.15,70
2025-07-21,S010,P048,18.0,20.55,19
2025-07-04,S009,P027,10.0,20.61,31
2025-06-22,S007,P028,4.5,82.38,40
2025-05-06,S009,P026,8.0,68.19,74
2025-07-12,S002,P027,20.0,54.69,65
2025-05-06,S010,P024,18.0,39.09,64
2025-07-09,S002,P040,15.0,88.33,62
2025-06-11,S002,P041,2.0,42.28,56
2025-05-12,S009,P035,10.0,82.58,57
2025-05-27,S009,P044,2.0,46.72,21
2025-06-28,S007,P012,20.0,40.81,54
2025-07-17,S003,P030,8.0,48.95,45
2025-06-10,S001,P033,1.0,33.63,68
2025-06-02,S001,P012,9.0,76.02,37
2025-06-27,S001,P049,11.0,52.76,52
2025-06-25,S007,P030,16.0,27.06,60
2025-05-29,S009,P037,7.0,90.46,69
2025-05-27,S009,P015,10.0,41.47,14
2025-05-22,S010,P021,3.0,56.64,67
2025-05-28,S004,P003,20.0,91.11,17
2025-06-28,S007,P021,19.5,64.3,16
2025-05-15,S002,P011,7.0,16.11,16
2025-06-16,S010,P031,4.0,94.28,65
2025-07-02,S007,P004,16.900000000000002,64.63,58
2025-05-09,S003,P027,1.0,36.82,34
2025-07-21,S006,P050,8.0,18.23,60
2025-04-27,S005,P044,20.0,80.43,20
2025-06-16,S003,P014,16.0,63.91,46
2025-05-28,S010,P033,14.0,55.68,31
2025-05-12,S003,P026,12.0,89.92,69
2025-05-03,S010,P044,20.0,79.92,60
2025-05-31,S004,P007,20.0,19.41,72
2025-05-05,S003,P010,2.0,34.61,70
2025-05-03,S008,P044,3.0,28.61,53
2025-05-09,S001,P007,19.0,75.67,46
2025-04-24,S009,P008,17.0,8.19,61
2025-06-10,S009,P039,10.0,59.14,29
2025-05-31,S003,P014,9.0,77.43,73
2025-07-02,S006,P030,15.0,88.29,28
2025-07-21,S002,P015,11.0,37.5,35
2025-05-29,S002,P005,6.5,83.02,14
2025-06-18,S003,P034,1.0,15.51,43
2025-06-14,S005,P028,12.0,85.41,46
2025-07-15,S009,P047,12.0,17.11,49
2025-07-07,S009,P037,12.0,42.74,24
2025-05-01,S001,P018,5.0,80.74,67
2025-06-14,S006,P040,10.5,19.24,72
2025-07-22,S008,P037,4.0,26.78,58
2025-07-13,S002,P025,9.0,73.61,36
2025-06-20,S010,P029,13.0,73.4,20
2025-05-19,S003,P001,19.5,65.91,15
2025-06-05,S004,P047,3.0,70.93,25
2025-05-05,S006,P024,8.0,56.56,48
2025-05-23,S010,P042,16.0,28.92,45
2025-07-22,S008,P029,13.0,37.84,22
2025-05-13,S010,P010,18.0,22.25,52
2025-04-28,S003,P029,10.0,91.3,67
2025-06-16,S005,P012,19.0,60.42,14
2025-06-11,S007,P011,17.0,43.08,70
2025-05-31,S010,P048,20.0,48.89,39
2025-06-09,S001,P050,5.0,94.99,40
2025-05-14,S007,P001,11.700000000000001,19.57,20
2025-05-15,S004,P027,12.0,60.69,14
2025-07-05,S007,P017,1.5,53.06,36
2025-05-18,S009,P042,1.5,63.09,45
2025-05-21,S004,P038,15.0,6.72,23
2025-07-11,S009,P016,2.0,87.85,53
2025-06-10,S003,P015,16.0,93.55,20
2025-06-09,S003,P019,8.0,58.69,26
2025-05-27,S001,P018,13.0,71.18,51
2025-06-12,S006,P012,1.0,92.64,36
2025-07-07,S004,P007,16.0,72.19,16
2025-04-30,S008,P015,7.0,19.49,22
2025-05-30,S002,P002,6.5,59.75,70
2025-06-21,S009,P015,4.5,62.64,45
2025-04-30,S006,P044,12.0,45.29,35
2025-06-24,S006,P040,16.0,74.96,71
2025-07-07,S009,P008,19.0,93.76,26
2025-05-20,S003,P020,5.0,92.93,49
2025-06-08,S005,P011,20.0,47.83,19
2025-05-31,S009,P025,7.5,15.76,70
2025-05-05,S009,P037,15.0,98.56,16
2025-06-20,S006,P010,17.0,84.7,59
2025-05-06,S002,P024,14.0,16.84,37
2025-07-04,S002,P030,5.0,92.48,29
2025-06-15,S005,P050,18.0,87.64,17
2025-07-12,S006,P046,20.0,54.29,48
2025-07-03,S008,P021,16.0,61.17,71
2025-06-14,S007,P008,10.5,42.91,59
2025-05-22,S008,P029,4.0,10.2,24
2025-06-17,S010,P002,1.3,36.84,39
2025-04-28,S004,P036,5.0,81.27,16
2025-07-22,S005,P005,13.0,5.44,24
2025-06-20,S005,P020,5.0,36.68,28
2025-07-03,S010,P007,4.0,42.83,61
2025-05-09,S002,P017,2.0,56.05,51
2025-07-13,S009,P032,15.0,92.39,56
2025-05-08,S003,P024,19.0,37.9,43
2025-06-27,S009,P046,1.0,37.96,73
2025-07-03,S004,P026,5.0,75.06,40
2025-06-01,S008,P043,19.5,47.96,62
2025-05-27,S007,P041,4.0,26.34,69
2025-05-01,S002,P004,20.0,47.98,14
2025-04-24,S001,P007,16.0,18.38,67
2025-06-07,S008,P036,3.0,21.76,51
2025-07-16,S003,P050,17.0,52.34,45
2025-05-12,S008,P004,15.600000000000001,44.8,51
2025-04-30,S010,P013,18.0,91.91,38
2025-06-20,S002,P005,3.9000000000000004,39.43,24
2025-04-26,S006,P002,1.9500000000000002,60.16,56
2025-06-13,S006,P024,1.0,65.07,44
2025-07-07,S005,P004,20.0,6.24,17
2025-05-31,S008,P012,16.5,68.04,35
2025-05-03,S003,P019,7.5,21.91,30
2025-07-10,S003,P045,12.0,96.3,27
2025-05-19,S001,P023,3.0,19.12,51
2025-06-18,S007,P047,1.0,44.39,39
2025-05-30,S001,P041,1.0,13.11,44
2025-06-29,S005,P046,12.0,99.7,70
2025-07-16,S009,P012,10.0,52.71,70
2025-05-29,S006,P039,11.0,61.56,59
2025-05-22,S005,P012,12.0,11.37,52
2025-05-22,S001,P011,13.0,76.25,24
2025-05-23,S003,P026,12.0,24.94,54
2025-05-24,S004,P045,20.0,90.32,56
2025-05-20,S008,P024,2.0,24.49,36
2025-06-12,S008,P038,19.0,23.12,64
2025-06-10,S006,P007,18.0,8.47,53
2025-07-07,S006,P025,3.0,49.85,47
2025-04-30,S002,P001,20.0,58.66,74
2025-05-23,S003,P016,8.0,11.24,38
2025-07-05,S002,P031,15.0,78.68,49
2025-07-19,S001,P020,3.0,48.06,71
2025-05-09,S003,P015,19.0,54.82,18
2025-06-08,S004,P028,13.5,46.87,16
2025-07-22,S007,P027,7.0,43.07,54
2025-05-16,S002,P033,4.0,58.17,56
2025-07-03,S007,P047,18.0,19.75,69
2025-06-21,S006,P009,19.5,22.28,68
2025-07-05,S002,P007,16.5,86.87,62
2025-06-05,S001,P045,4.0,94.88,42
2025-05-06,S007,P026,4.0,40.46,34
2025-04-25,S005,P002,13.0,30.72,53
2025-05-14,S002,P036,5.0,66.18,21
2025-06-01,S007,P038,13.5,43.83,43
2025-06-03,S010,P029,3.0,7.41,54
2025-05-22,S007,P021,17.0,19.83,64
2025-05-20,S004,P024,3.0,73.02,41
2025-06-09,S005,P017,16.0,67.6,50
2025-06-29,S008,P010,6.0,7.57,42
2025-07-02,S002,P020,18.0,26.09,29
2025-07-22,S006,P030,17.0,26.95,47
2025-06-26,S008,P027,7.0,68.83,13
2025-05-28,S007,P036,5.0,6.87,25
2025-06-27,S004,P003,15.600000000000001,14.89,24
2025-06-05,S006,P038,17.0,80.99,40
2025-05-26,S010,P023,13.0,21.96,23
2025-07-22,S009,P017,3.0,67.01,50
2025-04-28,S005,P041,9.0,27.63,13
2025-07-21,S002,P016,17.0,14.45,43
2025-05-27,S007,P029,17.0,28.1,24
2025-06-09,S006,P028,16.0,73.62,57
2025-06-17,S004,P026,13.0,86.29,38
2025-05-08,S008,P038,19.0,83.87,60
2025-06-02,S006,P030,17.0,42.73,52
2025-06-24,S004,P020,4.0,68.47,28
2025-05-10,S003,P025,18.0,24.47,51
2025-05-07,S009,P035,9.0,32.85,42
2025-07-16,S005,P050,19.0,90.15,45
2025-05-29,S008,P050,12.0,6.24,71
2025-07-04,S010,P012,9.0,13.12,35
2025-07-03,S007,P016,7.0,24.75,56
2025-06-08,S001,P045,20.0,7.52,46
2025-06-18,S008,P015,19.0,22.24,59
2025-06-12,S005,P048,15.0,60.39,17
2025-05-03,S007,P022,20.0,45.04,30
2025-07-21,S003,P036,5.0,89.8,41
2025-05-18,S010,P033,4.5,82.66,18
2025-05-07,S007,P039,12.0,37.47,21
2025-05-24,S010,P043,6.0,29.65,52
2025-06-12,S002,P024,16.0,41.07,43
2025-07-19,S008,P013,10.5,61.08,45
2025-06-28,S009,P010,19.5,30.47,74
2025-06-22,S003,P032,15.0,64.29,39
2025-07-02,S007,P015,7.0,43.89,71
2025-06-02,S004,P042,14.0,57.44,26
2025-06-23,S001,P008,5.0,46.43,41
2025-04-27,S005,P043,4.5,32.97,48
2025-06-12,S010,P006,11.0,95.1,40
2025-05-05,S005,P034,11.0,77.54,33
2025-06-12,S005,P011,18.0,18.31,15
2025-05-25,S005,P015,20.0,87.5,31
2025-06-16,S005,P016,12.0,51.31,43
2025-04-25,S003,P001,11.700000000000001,89.98,47
2025-06-09,S003,P035,10.0,80.99,61
2025-07-12,S003,P020,18.0,45.4,15
2025-04-30,S010,P013,17.0,7.13,38
2025-04-28,S004,P033,6.0,30.52,28
2025-07-08,S006,P038,7.0,56.46,23
2025-07-10,S007,P017,14.0,65.18,33
2025-04-24,S005,P037,13.0,29.5,28
2025-07-18,S008,P015,8.0,18.24,21
2025-06-10,S005,P006,10.0,84.32,65
2025-05-08,S010,P035,9.0,98.52,12
2025-06-10,S005,P030,18.0,54.94,33
2025-04-25,S009,P020,2.0,21.31,37
2025-06-18,S004,P006,5.0,30.87,67
2025-05-25,S006,P032,7.5,6.75,70
2025-06-02,S004,P021,6.0,91.86,29
2025-05-02,S005,P027,19.0,16.19,61
2025-06-12,S005,P030,8.0,59.77,25
2025-06-17,S002,P027,16.0,31.04,58
2025-06-13,S008,P042,13.0,57.65,40
2025-06-09,S004,P032,1.0,66.88,23
2025-05-10,S004,P039,20.0,83.83,47
2025-04-30,S003,P002,9.1,24.61,70
2025-05-08,S002,P048,13.0,6.04,46
2025-07-17,S005,P010,4.0,18.0,63
2025-06-04,S004,P006,4.0,90.5,72
